area_type,availability,location,size,society,total_sqft,bath,balcony,price,total_sqft_clean,bhk,location_clean,price_per_sqft,sqft_per_bhk,location_encoded,bath_per_bhk,area_type_encoded,latitude,longitude,location_label
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1365,2.0,2.0,75.08,1365.0,3.0,Kathriguppe,5500.3663003663005,455.0,Kathriguppe,0.6666666666666666,1,13.008495,77.641511,108
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1300,3.0,2.0,77.99,1300.0,3.0,Kathriguppe,5999.230769230769,433.3333333333333,Kathriguppe,1.0,1,13.008495,77.641511,108
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1350,2.0,1.0,80.99,1350.0,3.0,Kathriguppe,5999.259259259258,450.0,Kathriguppe,0.6666666666666666,1,13.008495,77.641511,108
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1390,2.0,2.0,76.45,1390.0,3.0,Kathriguppe,5500.0,463.3333333333333,Kathriguppe,0.6666666666666666,1,13.008495,77.641511,108
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1350,3.0,3.0,78.3,1350.0,3.0,Kathriguppe,5800.0,450.0,Kathriguppe,1.0,1,13.008495,77.641511,108
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1250,2.0,2.0,68.75,1250.0,3.0,Kathriguppe,5500.0,416.6666666666667,Kathriguppe,0.6666666666666666,1,13.008495,77.641511,108
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1300,3.0,2.0,77.99,1300.0,3.0,Kathriguppe,5999.230769230769,433.3333333333333,Kathriguppe,1.0,1,13.008495,77.641511,108
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1335,2.0,3.0,73.43,1335.0,3.0,Kathriguppe,5500.374531835207,445.0,Kathriguppe,0.6666666666666666,1,13.008495,77.641511,108
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1300,3.0,2.0,77.99,1300.0,3.0,Kathriguppe,5999.230769230769,433.3333333333333,Kathriguppe,1.0,1,13.008495,77.641511,108
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1300,3.0,3.0,77.99,1300.0,3.0,Kathriguppe,5999.230769230769,433.3333333333333,Kathriguppe,1.0,1,13.008495,77.641511,108
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1335,2.0,2.0,73.43,1335.0,3.0,Kathriguppe,5500.374531835207,445.0,Kathriguppe,0.6666666666666666,1,13.008495,77.641511,108
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1350,3.0,2.0,80.99,1350.0,3.0,Kathriguppe,5999.259259259258,450.0,Kathriguppe,1.0,1,13.008495,77.641511,108
Super built-up  Area,Ready To Move,Kathriguppe,2 BHK,,1250,2.0,1.0,68.75,1250.0,2.0,Kathriguppe,5500.0,625.0,Kathriguppe,1.0,1,13.008495,77.641511,108
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1350,3.0,2.0,80.99,1350.0,3.0,Kathriguppe,5999.259259259258,450.0,Kathriguppe,1.0,1,13.008495,77.641511,108
Super built-up  Area,18-May,Kathriguppe IV Phase,3 BHK,,1630,3.0,2.0,131.0,1630.0,3.0,Kathriguppe Iv Phase,8036.80981595092,543.3333333333334,Other,1.0,1,12.807202,77.568777,146
Super built-up  Area,Ready To Move,Kattigenahalli,7 BHK,,4100,7.0,2.0,140.0,4100.0,7.0,Kattigenahalli,3414.6341463414633,585.7142857142857,Other,1.0,1,13.039695,77.533215,146
Plot  Area,Ready To Move,Kattigenahalli,4 Bedroom,,2100,4.0,2.0,155.0,2100.0,4.0,Kattigenahalli,7380.952380952381,525.0,Other,1.0,3,13.039695,77.533215,146
Built-up  Area,Ready To Move,Kattigenahalli,7 Bedroom,,2800,7.0,2.0,125.0,2800.0,7.0,Kattigenahalli,4464.285714285715,400.0,Other,1.0,2,13.039695,77.533215,146
Super built-up  Area,Ready To Move,Kattigenahalli,2 BHK,Vehida ,1062,2.0,2.0,47.0,1062.0,2.0,Kattigenahalli,4425.612052730697,531.0,Other,1.0,1,13.039695,77.533215,146
Plot  Area,Ready To Move,Kattigenahalli,2 Bedroom,,1200,1.0,0.0,70.0,1200.0,2.0,Kattigenahalli,5833.333333333333,600.0,Other,0.5,3,13.039695,77.533215,146
Built-up  Area,Ready To Move,Kattigenahalli,6 Bedroom,,3500,6.0,2.0,115.0,3500.0,6.0,Kattigenahalli,3285.714285714286,583.3333333333334,Other,1.0,2,13.039695,77.533215,146
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,Abncy R,1200,2.0,2.0,52.0,1200.0,2.0,Kaval Byrasandra,4333.333333333333,600.0,Kaval Byrasandra,1.0,1,12.934105,77.663607,109
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,Soestrn,1020,2.0,1.0,52.0,1020.0,2.0,Kaval Byrasandra,5098.0392156862745,510.0,Kaval Byrasandra,1.0,2,12.934105,77.663607,109
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,,1200,2.0,1.0,49.5,1200.0,2.0,Kaval Byrasandra,4125.0,600.0,Kaval Byrasandra,1.0,1,12.934105,77.663607,109
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,,945,2.0,2.0,50.0,945.0,2.0,Kaval Byrasandra,5291.005291005291,472.5,Kaval Byrasandra,1.0,2,12.934105,77.663607,109
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,KuncyRe,1060,2.0,2.0,45.0,1060.0,2.0,Kaval Byrasandra,4245.2830188679245,530.0,Kaval Byrasandra,1.0,2,12.934105,77.663607,109
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,VaasaPr,1100,2.0,1.0,46.0,1100.0,2.0,Kaval Byrasandra,4181.818181818182,550.0,Kaval Byrasandra,1.0,2,12.934105,77.663607,109
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,,1185,2.0,1.0,49.0,1185.0,2.0,Kaval Byrasandra,4135.021097046413,592.5,Kaval Byrasandra,1.0,2,12.934105,77.663607,109
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,,997,2.0,3.0,53.0,997.0,2.0,Kaval Byrasandra,5315.947843530592,498.5,Kaval Byrasandra,1.0,1,12.934105,77.663607,109
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,May 2ge,1060,2.0,2.0,42.0,1060.0,2.0,Kaval Byrasandra,3962.264150943396,530.0,Kaval Byrasandra,1.0,1,12.934105,77.663607,109
Built-up  Area,Ready To Move,Kaval Byrasandra,1 BHK,,480,1.0,1.0,25.0,480.0,1.0,Kaval Byrasandra,5208.333333333333,480.0,Kaval Byrasandra,1.0,2,12.934105,77.663607,109
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,DencyRe,1125,2.0,1.0,41.5,1125.0,2.0,Kaval Byrasandra,3688.8888888888887,562.5,Kaval Byrasandra,1.0,1,12.934105,77.663607,109
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,ApallEn,1180,2.0,2.0,60.0,1180.0,2.0,Kaval Byrasandra,5084.745762711865,590.0,Kaval Byrasandra,1.0,2,12.934105,77.663607,109
Super built-up  Area,Ready To Move,Kaval Byrasandra,3 BHK,,1450,3.0,2.0,75.0,1450.0,3.0,Kaval Byrasandra,5172.413793103448,483.3333333333333,Kaval Byrasandra,1.0,1,12.934105,77.663607,109
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,,1066,2.0,3.0,55.0,1066.0,2.0,Kaval Byrasandra,5159.474671669794,533.0,Kaval Byrasandra,1.0,2,12.934105,77.663607,109
Super built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,,1025,2.0,1.0,60.0,1025.0,2.0,Kaval Byrasandra,5853.658536585366,512.5,Kaval Byrasandra,1.0,1,12.934105,77.663607,109
Super built-up  Area,Ready To Move,Kaval Byrasandra,3 BHK,SyOnen ,1900,2.0,2.0,65.0,1900.0,3.0,Kaval Byrasandra,3421.0526315789475,633.3333333333334,Kaval Byrasandra,0.6666666666666666,1,12.934105,77.663607,109
Built-up  Area,Ready To Move,Kaval Byrasandra,3 Bedroom,,2700,3.0,2.0,200.0,2700.0,3.0,Kaval Byrasandra,7407.407407407408,900.0,Kaval Byrasandra,1.0,2,12.934105,77.663607,109
Super built-up  Area,Ready To Move,Kaval Byrasandra,3 BHK,,1400,3.0,2.0,75.0,1400.0,3.0,Kaval Byrasandra,5357.142857142857,466.6666666666667,Kaval Byrasandra,1.0,1,12.934105,77.663607,109
Super built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,Dural C,1269.72,2.0,2.0,68.0,1269.72,2.0,Kaverappa Layout,5355.511451343603,634.86,Other,1.0,1,12.954688,77.577322,146
Super built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,Dural C,1265,2.0,3.0,70.0,1265.0,2.0,Kaverappa Layout,5533.596837944664,632.5,Other,1.0,1,12.954688,77.577322,146
Built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,,1012,2.0,1.0,59.0,1012.0,2.0,Kaverappa Layout,5830.0395256917,506.0,Other,1.0,2,12.954688,77.577322,146
Super built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,SLarkic,1250,2.0,1.0,68.0,1250.0,2.0,Kaverappa Layout,5440.0,625.0,Other,1.0,1,12.954688,77.577322,146
Super built-up  Area,Ready To Move,Kaverappa Layout,3 BHK,,1540,3.0,3.0,85.0,1540.0,3.0,Kaverappa Layout,5519.480519480519,513.3333333333334,Other,1.0,1,12.954688,77.577322,146
Super built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,VKe 1 M,1220,2.0,1.0,65.0,1220.0,2.0,Kaverappa Layout,5327.868852459016,610.0,Other,1.0,1,12.954688,77.577322,146
Super built-up  Area,Ready To Move,Kaverappa Layout,4 BHK,Varve R,3535,4.0,2.0,215.0,3535.0,4.0,Kaverappa Layout,6082.036775106082,883.75,Other,1.0,1,12.954688,77.577322,146
Super built-up  Area,Ready To Move,Kaveri Nagar,1 BHK,,750,1.0,2.0,25.0,750.0,1.0,Kaveri Nagar,3333.3333333333335,750.0,Other,1.0,1,13.139686,77.494846,146
Super built-up  Area,Ready To Move,Kaveri Nagar,3 BHK,Roiti A,1900,3.0,3.0,155.0,1900.0,3.0,Kaveri Nagar,8157.894736842105,633.3333333333334,Other,1.0,1,13.139686,77.494846,146
Built-up  Area,Ready To Move,Kavika Layout,6 BHK,,1800,6.0,2.0,101.0,1800.0,6.0,Kavika Layout,5611.111111111111,300.0,Other,1.0,2,12.977724,77.58706,146
Super built-up  Area,18-May,KEB Colony,2 BHK,,1040,2.0,2.0,36.84,1040.0,2.0,Keb Colony,3542.307692307693,520.0,Other,1.0,1,13.032913,77.654548,146
Super built-up  Area,Ready To Move,KEB Colony,3 BHK,,1500,3.0,1.0,90.0,1500.0,3.0,Keb Colony,6000.0,500.0,Other,1.0,1,13.032913,77.654548,146
Super built-up  Area,Ready To Move,Keerthi Layout,2 BHK,NianaKe,780,2.0,2.0,25.0,780.0,2.0,Keerthi Layout,3205.128205128205,390.0,Other,1.0,1,12.874678,77.652791,146
Built-up  Area,Ready To Move,Kempapura,5 Bedroom,,4200,5.0,2.0,225.0,4200.0,5.0,Kempapura,5357.142857142857,840.0,Other,1.0,2,13.020962,77.593488,146
Built-up  Area,Ready To Move,Kempapura,3 BHK,Vaenev ,1570,3.0,2.0,80.0,1570.0,3.0,Kempapura,5095.541401273886,523.3333333333334,Other,1.0,2,13.020962,77.593488,146
Super built-up  Area,Ready To Move,Kempegowda Nagar,3 BHK,Srowsrj,1665,3.0,2.0,105.0,1665.0,3.0,Kempegowda Nagar,6306.306306306306,555.0,Other,1.0,1,12.817667,77.466468,146
Super built-up  Area,Ready To Move,Kempegowda Nagar,3 BHK,Sonumy ,1793,3.0,2.0,98.0,1793.0,3.0,Kempegowda Nagar,5465.699944227552,597.6666666666666,Other,1.0,1,12.817667,77.466468,146
Super built-up  Area,18-Mar,Kenchanehalli R R Nagar,3 BHK,,1410,2.0,2.0,45.12,1410.0,3.0,Kenchanehalli R R Nagar,3200.0,470.0,Other,0.6666666666666666,1,12.975168,77.733307,146
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1015,2.0,2.0,58.0,1015.0,2.0,Kenchenahalli,5714.285714285715,507.5,Kenchenahalli,1.0,1,12.898026,77.554777,110
Super built-up  Area,Ready To Move,Kenchenahalli,1 BHK,AriosPa,715,1.0,1.0,45.0,715.0,1.0,Kenchenahalli,6293.706293706294,715.0,Kenchenahalli,1.0,1,12.898026,77.554777,110
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,Unateit,1150,2.0,2.0,58.0,1150.0,2.0,Kenchenahalli,5043.478260869565,575.0,Kenchenahalli,1.0,1,12.898026,77.554777,110
Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,AriosPa,1280,2.0,2.0,69.0,1280.0,3.0,Kenchenahalli,5390.625,426.6666666666667,Kenchenahalli,0.6666666666666666,1,12.898026,77.554777,110
Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,Unateit,1410,2.0,2.0,73.0,1410.0,3.0,Kenchenahalli,5177.304964539007,470.0,Kenchenahalli,0.6666666666666666,1,12.898026,77.554777,110
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,870,1.0,1.0,45.0,870.0,2.0,Kenchenahalli,5172.413793103448,435.0,Kenchenahalli,0.5,1,12.898026,77.554777,110
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1150,2.0,2.0,60.0,1150.0,2.0,Kenchenahalli,5217.391304347826,575.0,Kenchenahalli,1.0,1,12.898026,77.554777,110
Super built-up  Area,Ready To Move,Kenchenahalli,1 BHK,AriosPa,700,1.0,1.0,35.0,700.0,1.0,Kenchenahalli,5000.0,700.0,Kenchenahalli,1.0,1,12.898026,77.554777,110
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1165,2.0,2.0,45.0,1165.0,2.0,Kenchenahalli,3862.6609442060085,582.5,Kenchenahalli,1.0,1,12.898026,77.554777,110
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,Unateit,1060,2.0,2.0,52.0,1060.0,2.0,Kenchenahalli,4905.66037735849,530.0,Kenchenahalli,1.0,1,12.898026,77.554777,110
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1150,2.0,2.0,57.0,1150.0,2.0,Kenchenahalli,4956.521739130435,575.0,Kenchenahalli,1.0,1,12.898026,77.554777,110
Super built-up  Area,Ready To Move,Kenchenahalli,3 BHK,Unateit,1720,3.0,2.0,100.0,1720.0,3.0,Kenchenahalli,5813.953488372093,573.3333333333334,Kenchenahalli,1.0,1,12.898026,77.554777,110
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1015,2.0,2.0,60.0,1015.0,2.0,Kenchenahalli,5911.330049261083,507.5,Kenchenahalli,1.0,1,12.898026,77.554777,110
Plot  Area,Ready To Move,Kenchenhalli,2 Bedroom,,675,3.0,1.0,52.0,675.0,2.0,Kenchenhalli,7703.7037037037035,337.5,Other,1.5,3,12.935537,77.555195,146
Plot  Area,Ready To Move,Kenchenhalli,4 Bedroom,,1350,4.0,1.0,90.0,1350.0,4.0,Kenchenhalli,6666.666666666667,337.5,Other,1.0,3,12.935537,77.555195,146
Super built-up  Area,Ready To Move,Kengeri,3 BHK,Vaens G,1540,2.0,3.0,64.0,1540.0,3.0,Kengeri,4155.8441558441555,513.3333333333334,Kengeri,0.6666666666666666,1,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,1 BHK,,34.46Sq. Meter,1.0,0.0,18.5,370.92744,1.0,Kengeri,4987.498363561348,370.92744,Kengeri,1.0,1,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,2 BHK,VBvenal,750,2.0,1.0,38.0,750.0,2.0,Kengeri,5066.666666666667,375.0,Kengeri,1.0,1,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1160,2.0,2.0,40.61,1160.0,2.0,Kengeri,3500.862068965517,580.0,Kengeri,1.0,1,12.91,77.482,111
Built-up  Area,18-Mar,Kengeri,1 BHK,,340,1.0,1.0,10.0,340.0,1.0,Kengeri,2941.176470588235,340.0,Kengeri,1.0,2,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1197,2.0,2.0,50.0,1197.0,2.0,Kengeri,4177.109440267335,598.5,Kengeri,1.0,1,12.91,77.482,111
Plot  Area,Ready To Move,Kengeri,5 Bedroom,,8000,5.0,2.0,500.0,8000.0,5.0,Kengeri,6250.0,1600.0,Kengeri,1.0,3,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1200,2.0,0.0,58.0,1200.0,2.0,Kengeri,4833.333333333333,600.0,Kengeri,1.0,1,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,3 BHK,,1188,2.0,2.0,38.0,1188.0,3.0,Kengeri,3198.6531986531986,396.0,Kengeri,0.6666666666666666,1,12.91,77.482,111
Super built-up  Area,18-Nov,Kengeri,2 BHK,VBn 2lm,726,2.0,1.0,31.0,726.0,2.0,Kengeri,4269.972451790633,363.0,Kengeri,1.0,1,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,3 BHK,,1250,3.0,3.0,48.0,1250.0,3.0,Kengeri,3840.0,416.6666666666667,Kengeri,1.0,1,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,2 BHK,Vaens G,1025,2.0,2.0,57.0,1025.0,2.0,Kengeri,5560.975609756098,512.5,Kengeri,1.0,1,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,3 BHK,,1160,2.0,2.0,40.6,1160.0,3.0,Kengeri,3500.0,386.6666666666667,Kengeri,0.6666666666666666,1,12.91,77.482,111
Super built-up  Area,18-Dec,Kengeri,2 BHK,VBn 2lm,750,2.0,2.0,22.0,750.0,2.0,Kengeri,2933.3333333333335,375.0,Kengeri,1.0,1,12.91,77.482,111
Built-up  Area,Ready To Move,Kengeri,3 BHK,,1082,2.0,1.0,49.0,1082.0,3.0,Kengeri,4528.650646950093,360.6666666666667,Kengeri,0.6666666666666666,2,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1155,2.0,2.0,40.6,1155.0,2.0,Kengeri,3515.151515151515,577.5,Kengeri,1.0,1,12.91,77.482,111
Built-up  Area,Ready To Move,Kengeri,2 BHK,Vaens G,1255,2.0,2.0,50.0,1255.0,2.0,Kengeri,3984.06374501992,627.5,Kengeri,1.0,2,12.91,77.482,111
Built-up  Area,Ready To Move,Kengeri,2 BHK,VBvenal,750,2.0,1.0,36.0,750.0,2.0,Kengeri,4800.0,375.0,Kengeri,1.0,2,12.91,77.482,111
Built-up  Area,Ready To Move,Kengeri,2 BHK,,963,2.0,2.0,40.0,963.0,2.0,Kengeri,4153.686396677051,481.5,Kengeri,1.0,2,12.91,77.482,111
Super built-up  Area,18-Dec,Kengeri,2 BHK,,927,2.0,2.0,37.0,927.0,2.0,Kengeri,3991.3700107874865,463.5,Kengeri,1.0,1,12.91,77.482,111
Super built-up  Area,18-Nov,Kengeri,2 BHK,VBn 2lm,726,2.0,1.0,35.0,726.0,2.0,Kengeri,4820.936639118458,363.0,Kengeri,1.0,1,12.91,77.482,111
Super built-up  Area,20-Aug,Kengeri,2 BHK,,918,2.0,1.0,27.54,918.0,2.0,Kengeri,3000.0,459.0,Kengeri,1.0,1,12.91,77.482,111
Super built-up  Area,19-Aug,Kengeri,1 BHK,VBn 2lm,416,1.0,1.0,19.5,416.0,1.0,Kengeri,4687.5,416.0,Kengeri,1.0,1,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,2 BHK,BDlexHo,900,2.0,2.0,45.0,900.0,2.0,Kengeri,5000.0,450.0,Kengeri,1.0,1,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,900,2.0,0.0,30.0,900.0,2.0,Kengeri,3333.3333333333335,450.0,Kengeri,1.0,1,12.91,77.482,111
Built-up  Area,Ready To Move,Kengeri,2 BHK,UKanema,787,2.0,1.0,31.0,787.0,2.0,Kengeri,3939.0088945362136,393.5,Kengeri,1.0,2,12.91,77.482,111
Built-up  Area,Ready To Move,Kengeri,1 BHK,,502,1.0,1.0,25.0,502.0,1.0,Kengeri,4980.0796812749,502.0,Kengeri,1.0,2,12.91,77.482,111
Built-up  Area,Ready To Move,Kengeri,3 BHK,Akdorli,1470,3.0,3.0,50.0,1470.0,3.0,Kengeri,3401.360544217687,490.0,Kengeri,1.0,2,12.91,77.482,111
Plot  Area,Ready To Move,Kengeri,3 Bedroom,,1200,3.0,1.0,67.0,1200.0,3.0,Kengeri,5583.333333333333,400.0,Kengeri,1.0,3,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,725,2.0,1.0,30.0,725.0,2.0,Kengeri,4137.931034482759,362.5,Kengeri,1.0,1,12.91,77.482,111
Built-up  Area,Ready To Move,Kengeri,1 BHK,,500,1.0,1.0,17.0,500.0,1.0,Kengeri,3400.0,500.0,Kengeri,1.0,2,12.91,77.482,111
Super built-up  Area,19-Aug,Kengeri,1 BHK,VBn 2lm,540,1.0,1.0,22.5,540.0,1.0,Kengeri,4166.666666666667,540.0,Kengeri,1.0,1,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,2 BHK,VBvenal,750,2.0,1.0,35.5,750.0,2.0,Kengeri,4733.333333333333,375.0,Kengeri,1.0,1,12.91,77.482,111
Super built-up  Area,18-Apr,Kengeri,3 BHK,Liwerun,1741,3.0,2.0,80.0,1741.0,3.0,Kengeri,4595.060310166571,580.3333333333334,Kengeri,1.0,1,12.91,77.482,111
Built-up  Area,Ready To Move,Kengeri,3 BHK,,1436,2.0,2.0,55.0,1436.0,3.0,Kengeri,3830.08356545961,478.6666666666667,Kengeri,0.6666666666666666,2,12.91,77.482,111
Plot  Area,Ready To Move,Kengeri,2 Bedroom,,1200,2.0,0.0,58.0,1200.0,2.0,Kengeri,4833.333333333333,600.0,Kengeri,1.0,3,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,1 BHK,,400,2.0,1.0,25.0,400.0,1.0,Kengeri,6250.0,400.0,Kengeri,2.0,1,12.91,77.482,111
Built-up  Area,Ready To Move,Kengeri,2 BHK,Sravema,1230,2.0,2.0,45.0,1230.0,2.0,Kengeri,3658.5365853658536,615.0,Kengeri,1.0,2,12.91,77.482,111
Built-up  Area,Ready To Move,Kengeri,3 BHK,Vaens G,1230,2.0,2.0,52.0,1230.0,3.0,Kengeri,4227.642276422765,410.0,Kengeri,0.6666666666666666,2,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,2 BHK,VBeriav,750,2.0,1.0,36.5,750.0,2.0,Kengeri,4866.666666666667,375.0,Kengeri,1.0,1,12.91,77.482,111
Built-up  Area,Ready To Move,Kengeri,4 Bedroom,Unuil T,2540,4.0,0.0,160.0,2540.0,4.0,Kengeri,6299.212598425197,635.0,Kengeri,1.0,2,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1000,2.0,2.0,34.0,1000.0,2.0,Kengeri,3400.0,500.0,Kengeri,1.0,1,12.91,77.482,111
Super built-up  Area,18-Nov,Kengeri,1 BHK,VBn 2lm,416,1.0,1.0,18.0,416.0,1.0,Kengeri,4326.923076923077,416.0,Kengeri,1.0,1,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,3 BHK,,1245,2.0,2.0,43.57,1245.0,3.0,Kengeri,3499.598393574297,415.0,Kengeri,0.6666666666666666,1,12.91,77.482,111
Built-up  Area,Ready To Move,Kengeri,2 BHK,,883,2.0,0.0,49.0,883.0,2.0,Kengeri,5549.263873159683,441.5,Kengeri,1.0,2,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1052,2.0,2.0,51.0,1052.0,2.0,Kengeri,4847.9087452471485,526.0,Kengeri,1.0,1,12.91,77.482,111
Super built-up  Area,19-May,Kengeri,2 BHK,,1009,2.0,1.0,30.27,1009.0,2.0,Kengeri,3000.0,504.5,Kengeri,1.0,1,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,2 BHK,DRens A,1220,2.0,2.0,63.0,1220.0,2.0,Kengeri,5163.934426229508,610.0,Kengeri,1.0,1,12.91,77.482,111
Plot  Area,Ready To Move,Kengeri,1 Bedroom,,1150,1.0,0.0,52.0,1150.0,1.0,Kengeri,4521.739130434783,1150.0,Kengeri,1.0,3,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,2 BHK,Reunee ,1192,2.0,2.0,53.5,1192.0,2.0,Kengeri,4488.255033557047,596.0,Kengeri,1.0,1,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,2 BHK,Sravema,1200,2.0,3.0,42.0,1200.0,2.0,Kengeri,3500.0,600.0,Kengeri,1.0,1,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,2 BHK,VBvenal,750,2.0,1.0,40.0,750.0,2.0,Kengeri,5333.333333333333,375.0,Kengeri,1.0,1,12.91,77.482,111
Built-up  Area,Ready To Move,Kengeri,1 BHK,KHnumla,600,1.0,1.0,35.0,600.0,1.0,Kengeri,5833.333333333333,600.0,Kengeri,1.0,2,12.91,77.482,111
Built-up  Area,Ready To Move,Kengeri,2 BHK,,633,1.0,1.0,18.0,633.0,2.0,Kengeri,2843.6018957345973,316.5,Kengeri,0.5,2,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1035,2.0,1.0,51.5,1035.0,2.0,Kengeri,4975.84541062802,517.5,Kengeri,1.0,1,12.91,77.482,111
Built-up  Area,Ready To Move,Kengeri,8 Bedroom,,3000,5.0,2.0,130.0,3000.0,8.0,Kengeri,4333.333333333333,375.0,Kengeri,0.625,2,12.91,77.482,111
Built-up  Area,Ready To Move,Kengeri,1 BHK,,410,1.0,1.0,15.0,410.0,1.0,Kengeri,3658.5365853658536,410.0,Kengeri,1.0,2,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,1 BHK,,400,1.0,1.0,25.0,400.0,1.0,Kengeri,6250.0,400.0,Kengeri,1.0,1,12.91,77.482,111
Super built-up  Area,19-Dec,Kengeri,1 BHK,VBn 2lm,416,1.0,1.0,17.19,416.0,1.0,Kengeri,4132.211538461539,416.0,Kengeri,1.0,1,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1320,2.0,1.0,50.0,1320.0,2.0,Kengeri,3787.878787878788,660.0,Kengeri,1.0,1,12.91,77.482,111
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1160,2.0,2.0,40.6,1160.0,2.0,Kengeri,3500.0,580.0,Kengeri,1.0,1,12.91,77.482,111
Built-up  Area,Ready To Move,Kengeri,5 Bedroom,,2500,4.0,3.0,100.0,2500.0,5.0,Kengeri,4000.0,500.0,Kengeri,0.8,2,12.91,77.482,111
Built-up  Area,Ready To Move,Kengeri,1 BHK,,550,1.0,1.0,16.75,550.0,1.0,Kengeri,3045.4545454545455,550.0,Kengeri,1.0,2,12.91,77.482,111
Plot  Area,Ready To Move,Kengeri Hobli,2 Bedroom,,1840,1.0,0.0,95.0,1840.0,2.0,Kengeri Hobli,5163.04347826087,920.0,Other,0.5,3,12.91,77.482,146
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,HoiewLa,890,2.0,1.0,35.0,890.0,2.0,Kengeri Satellite Town,3932.5842696629215,445.0,Kengeri Satellite Town,1.0,1,12.91,77.482,112
